"St","Name","Version","Arch","Description","Licenses"
"ii","libkf5dnssd5:amd64","5.68.0-0ubuntu1","amd64","Abstraction to system DNSSD features.","BSD-3-clause GPL LGPL-2+ LGPL-2.1+3+KDEeV"
"ii","libkf5doctools-dev:amd64","5.68.0-0ubuntu1","amd64","Development files for kdoctools5","BSD-3-clause Expat GPL-2+ LGPL-2.1+3+KDEeV"
"ii","libkf5doctools5:amd64","5.68.0-0ubuntu1","amd64","Tools to generate documentation in various formats from DocBook","BSD-3-clause Expat GPL-2+ LGPL-2.1+3+KDEeV"
"ii","libkf5filemetadata-bin:amd64","5.68.0-0ubuntu1","amd64","library for extracting file metadata","BSD-3-clause LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5filemetadata-data","5.68.0-0ubuntu1","all","library for extracting file metadata","BSD-3-clause LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5filemetadata3:amd64","5.68.0-0ubuntu1","amd64","library for extracting file metadata","BSD-3-clause LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5globalaccel-bin","5.68.0-0ubuntu1","amd64","Configurable global shortcut support.","GPL LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5globalaccel-data","5.68.0-0ubuntu1","all","Configurable global shortcut support.","GPL LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5globalaccel-dev","5.68.0-0ubuntu1","amd64","development files for kglobalaccel","GPL LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5globalaccel-doc","5.68.0-0ubuntu1","all","Configurable global shortcut support (documentation)","GPL LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5globalaccel5:amd64","5.68.0-0ubuntu1","amd64","Configurable global shortcut support.","GPL LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5globalaccelprivate5:amd64","5.68.0-0ubuntu1","amd64","Configurable global shortcut support - private runtime library","GPL LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5guiaddons-dev","5.68.0-0ubuntu1","amd64","development headers for the kguiaddons framework","GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+3+KDEeV"
"ii","libkf5guiaddons-doc","5.68.0-0ubuntu1","all","additional addons for QtGui (documentation)","GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+3+KDEeV"
"ii","libkf5guiaddons5:amd64","5.68.0-0ubuntu1","amd64","additional addons for QtGui","GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+3+KDEeV"
"ii","libkf5i18n-data","5.68.0-0ubuntu1","all","Advanced internationalization framework.","BSD-3-clause GPL LGPL-2 LGPL-2+ LGPL-2.1+3+KDEeV"
"ii","libkf5i18n-dev","5.68.0-0ubuntu1","amd64","Advanced internationalization framework.","BSD-3-clause GPL LGPL-2 LGPL-2+ LGPL-2.1+3+KDEeV"
"ii","libkf5i18n-doc","5.68.0-0ubuntu1","all","Advanced internationalization framework (documentation)","BSD-3-clause GPL LGPL-2 LGPL-2+ LGPL-2.1+3+KDEeV"
"ii","libkf5i18n5:amd64","5.68.0-0ubuntu1","amd64","Advanced internationalization framework.","BSD-3-clause GPL LGPL-2 LGPL-2+ LGPL-2.1+3+KDEeV"
"ii","libkf5iconthemes-bin","5.68.0-0ubuntu1","amd64","Support for icon themes","GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5iconthemes-data","5.68.0-0ubuntu1","all","Support for icon themes.","GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5iconthemes-dev","5.68.0-0ubuntu1","amd64","development files for kiconthemes","GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5iconthemes-doc","5.68.0-0ubuntu1","all","Support for icon themes (documentation)","GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5iconthemes5:amd64","5.68.0-0ubuntu1","amd64","Support for icon themes.","GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5idletime5:amd64","5.68.0-0ubuntu1","amd64","library to provide information about idle time","GPL-2+ LGPL-2"
"ii","libkf5itemviews-data","5.68.0-0ubuntu1","all","Qt library with additional widgets for ItemModels","GPL GPL-2+ LGPL-2 LGPL-2+ LGPL-2.1+3+KDEeV"
"ii","libkf5itemviews-dev","5.68.0-0ubuntu1","amd64","Qt library with additional widgets for ItemModels","GPL GPL-2+ LGPL-2 LGPL-2+ LGPL-2.1+3+KDEeV"
"ii","libkf5itemviews-doc","5.68.0-0ubuntu1","all","Qt library with additional widgets for ItemModels (documentation)","GPL GPL-2+ LGPL-2 LGPL-2+ LGPL-2.1+3+KDEeV"
"ii","libkf5itemviews5:amd64","5.68.0-0ubuntu1","amd64","Qt library with additional widgets for ItemModels","GPL GPL-2+ LGPL-2 LGPL-2+ LGPL-2.1+3+KDEeV"
"ii","libkf5jobwidgets-data","5.68.0-0ubuntu1","all","Widgets for tracking KJob instances","GPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5jobwidgets-dev","5.68.0-0ubuntu1","amd64","Widgets for tracking KJob instances","GPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5jobwidgets-doc","5.68.0-0ubuntu1","all","Widgets for tracking KJob instances (documentation)","GPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5jobwidgets5:amd64","5.68.0-0ubuntu1","amd64","Widgets for tracking KJob instances","GPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5js5:amd64","5.68.0-0ubuntu1","amd64","Support for JS scripting in Qt applications","BSD-2-Clause BSD-3-Clause BSD-3-clause or LGPL-2+ GPL-3+_BisonException LGPL-2+ LGPL-2.1+ Permissive"
"ii","libkf5jsapi5:amd64","5.68.0-0ubuntu1","amd64","Support for JS scripting in Qt applications","BSD-2-Clause BSD-3-Clause BSD-3-clause or LGPL-2+ GPL-3+_BisonException LGPL-2+ LGPL-2.1+ Permissive"
"ii","libkf5kcmutils-data","5.68.0-0ubuntu1","all","Extra APIs to write KConfig modules.","GPL LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5kcmutils5:amd64","5.68.0-0ubuntu1","amd64","Extra APIs to write KConfig modules.","GPL LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5kdegames-data","4:19.12.3-1ubuntu1","all","shared library for KDE games - data files","BSD-2-clause CMAKE Expat-like-Carddecks Expat-like-Highscore GPL-2+ GPL-3+ LGPL-2 LGPL-2+"
"ii","libkf5kdegames7:amd64","4:19.12.3-1ubuntu1","amd64","shared library for KDE games","BSD-2-clause CMAKE Expat-like-Carddecks Expat-like-Highscore GPL-2+ GPL-3+ LGPL-2 LGPL-2+"
"ii","libkf5kdegamesprivate1:amd64","4:19.12.3-1ubuntu1","amd64","private part of shared library for KDE games","BSD-2-clause CMAKE Expat-like-Carddecks Expat-like-Highscore GPL-2+ GPL-3+ LGPL-2 LGPL-2+"
"ii","libkf5kexiv2-15.0.0:amd64","19.12.3-0ubuntu1","amd64","Qt like interface for the libexiv2 library","GPL-2 LGPL-2"
"ii","libkf5khtml-bin","5.68.0-0ubuntu1","amd64","HTML widget and component","BSD-2-clause BSD-2-clause_or_LGPL-2+ BSD-3-clause BSD-3-clause_or_LGPL-2+ Expat GPL GPL-2_or_LGPL-2.1+_or_MPL-1.1 GPL-3+ GPL-3+_BisonException GPL-3+_BisonException_and_LGPL-3+ LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV MPL-1.1"
"ii","libkf5khtml-data","5.68.0-0ubuntu1","all","HTML widget and component","BSD-2-clause BSD-2-clause_or_LGPL-2+ BSD-3-clause BSD-3-clause_or_LGPL-2+ Expat GPL GPL-2_or_LGPL-2.1+_or_MPL-1.1 GPL-3+ GPL-3+_BisonException GPL-3+_BisonException_and_LGPL-3+ LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV MPL-1.1"
"ii","libkf5khtml5:amd64","5.68.0-0ubuntu1","amd64","HTML widget and component","BSD-2-clause BSD-2-clause_or_LGPL-2+ BSD-3-clause BSD-3-clause_or_LGPL-2+ Expat GPL GPL-2_or_LGPL-2.1+_or_MPL-1.1 GPL-3+ GPL-3+_BisonException GPL-3+_BisonException_and_LGPL-3+ LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV MPL-1.1"
"ii","libkf5kio-dev","5.68.0-0ubuntu1","amd64","resource and network access abstraction (development files)","BSD-2-clause BSD-3-clause GPL GPL-2 GPL-2+ GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2+3 LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV LGPL_mcrypt MIT/X11"
"ii","libkf5kio-doc","5.68.0-0ubuntu1","all","resource and network access abstraction (documentation)","BSD-2-clause BSD-3-clause GPL GPL-2 GPL-2+ GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2+3 LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV LGPL_mcrypt MIT/X11"
"ii","libkf5kiocore5:amd64","5.68.0-0ubuntu1","amd64","resource and network access abstraction (KIO core library)","BSD-2-clause BSD-3-clause GPL GPL-2 GPL-2+ GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2+3 LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV LGPL_mcrypt MIT/X11"
"ii","libkf5kiofilewidgets5:amd64","5.68.0-0ubuntu1","amd64","resource and network access abstraction (KIO file widgets library)","BSD-2-clause BSD-3-clause GPL GPL-2 GPL-2+ GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2+3 LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV LGPL_mcrypt MIT/X11"
"ii","libkf5kiogui5:amd64","5.68.0-0ubuntu1","amd64","resource and network access abstraction (KIO gui library)","BSD-2-clause BSD-3-clause GPL GPL-2 GPL-2+ GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2+3 LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV LGPL_mcrypt MIT/X11"
"ii","libkf5kiontlm5:amd64","5.68.0-0ubuntu1","amd64","resource and network access abstraction (KIO NTLM library)","BSD-2-clause BSD-3-clause GPL GPL-2 GPL-2+ GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2+3 LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV LGPL_mcrypt MIT/X11"
"ii","libkf5kiowidgets5:amd64","5.68.0-0ubuntu1","amd64","resource and network access abstraction (KIO widgets library)","BSD-2-clause BSD-3-clause GPL GPL-2 GPL-2+ GPL-2+3+KDEeV LGPL-2 LGPL-2+ LGPL-2+3 LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV LGPL_mcrypt MIT/X11"
"ii","libkf5kirigami2-5","5.68.0-0ubuntu2","amd64","set of QtQuick components targeted for mobile use","LGPL-2+ LGPL-2.1+3+KDEeV"
"ii","libkf5krosscore5:amd64","5.68.0-0ubuntu1","amd64","Multi-language application scripting.","GPL LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5krossui5:amd64","5.68.0-0ubuntu1","amd64","Multi-language application scripting.","GPL LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5newstuff-data","5.68.0-0ubuntu2","all","Support for downloading application assets from the network.","GPL LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5newstuff5:amd64","5.68.0-0ubuntu2","amd64","Support for downloading application assets from the network.","GPL LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5newstuffcore5:amd64","5.68.0-0ubuntu2","amd64","Support for downloading application assets from the network.","GPL LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5notifications-data","5.68.0-0ubuntu1","all","Framework for desktop notifications","GPL LGPL-2 LGPL-2+ LGPL-2+3 LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5notifications-dev","5.68.0-0ubuntu1","amd64","Framework for desktop notifications","GPL LGPL-2 LGPL-2+ LGPL-2+3 LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5notifications-doc","5.68.0-0ubuntu1","all","Framework for desktop notifications","GPL LGPL-2 LGPL-2+ LGPL-2+3 LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5notifications5:amd64","5.68.0-0ubuntu1","amd64","Framework for desktop notifications","GPL LGPL-2 LGPL-2+ LGPL-2+3 LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5notifyconfig-data","5.68.0-0ubuntu1","all","Configuration system for KNotify.","GPL LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5notifyconfig5:amd64","5.68.0-0ubuntu1","amd64","Configuration system for KNotify.","GPL LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5package-data","5.68.0-0ubuntu1","all","non-binary asset management framework","GPL-2+ LGPL-2 LGPL-2+ LGPL-2.1"
"ii","libkf5package5:amd64","5.68.0-0ubuntu1","amd64","non-binary asset management framework","GPL-2+ LGPL-2 LGPL-2+ LGPL-2.1"
"ii","libkf5parts-data","5.68.0-0ubuntu1","all","Document centric plugin system.","GPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5parts-plugins","5.68.0-0ubuntu1","amd64","Document centric plugin system.","GPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5parts5:amd64","5.68.0-0ubuntu1","amd64","Document centric plugin system.","GPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5plasma5:amd64","5.68.0-0ubuntu1","amd64","Plasma Runtime components","BSD-2-clause BSD-3-clause GPL-2+ GPL-2+3+KDEeV GPL-2-QTexception-1 GPL-3_or_LGPL-2.1-QTexception-1.1 LGPL-2 LGPL-2+ LGPL-2.1 LGPL-2.1+ LGPL-2.1+3+KDEeV LGPL-2.1-QTexception-1.1"
"ii","libkf5plasmaquick5:amd64","5.68.0-0ubuntu1","amd64","Plasma Runtime components","BSD-2-clause BSD-3-clause GPL-2+ GPL-2+3+KDEeV GPL-2-QTexception-1 GPL-3_or_LGPL-2.1-QTexception-1.1 LGPL-2 LGPL-2+ LGPL-2.1 LGPL-2.1+ LGPL-2.1+3+KDEeV LGPL-2.1-QTexception-1.1"
"ii","libkf5plotting5:amd64","5.68.0-0ubuntu1","amd64","KPlotting provides classes to do plotting.","GPL-2+ LGPL-2+"
"ii","libkf5pty-data","5.68.0-0ubuntu1","all","Pty abstraction.","GPL GPL-2+ LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5pty5:amd64","5.68.0-0ubuntu1","amd64","Pty abstraction.","GPL GPL-2+ LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5purpose-bin:amd64","5.68.0-0ubuntu1","amd64","abstraction to provide and leverage actions of a specific kind, runtime","BSD-3-clause GPL-2+ LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5purpose5:amd64","5.68.0-0ubuntu1","amd64","library for abstractions to get the developer's purposes fulfilled","BSD-3-clause GPL-2+ LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5quickaddons5:amd64","5.68.0-0ubuntu2","amd64","provides integration of QML and KDE frameworks -- quickaddons","BSD-3-clause Expat GPL GPL-2+ GPL-2+3+KDEeV LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV LGPL-2.1-QTexception-1.1"
"ii","libkf5service-bin","5.68.0-0ubuntu1","amd64","Advanced plugin and service introspection","GPL GPL or LGPL-2 GPL-2+ GPL-2+3+KDEeV GPL-3+ GPL-3+_BisonException LGPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5service-data","5.68.0-0ubuntu1","all","Advanced plugin and service introspection","GPL GPL or LGPL-2 GPL-2+ GPL-2+3+KDEeV GPL-3+ GPL-3+_BisonException LGPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5service-dev:amd64","5.68.0-0ubuntu1","amd64","development files for kservice","GPL GPL or LGPL-2 GPL-2+ GPL-2+3+KDEeV GPL-3+ GPL-3+_BisonException LGPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5service-doc","5.68.0-0ubuntu1","all","Advanced plugin and service introspection (documentation)","GPL GPL or LGPL-2 GPL-2+ GPL-2+3+KDEeV GPL-3+ GPL-3+_BisonException LGPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5service5:amd64","5.68.0-0ubuntu1","amd64","Advanced plugin and service introspection","GPL GPL or LGPL-2 GPL-2+ GPL-2+3+KDEeV GPL-3+ GPL-3+_BisonException LGPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5solid-dev","5.68.0-0ubuntu1","amd64","Qt library to query and control hardware","BSD-3-clause LGPL-2 LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5solid-doc","5.68.0-0ubuntu1","all","Qt library to query and control hardware (documentation)","BSD-3-clause LGPL-2 LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5solid5:amd64","5.68.0-0ubuntu1","amd64","Qt library to query and control hardware","BSD-3-clause LGPL-2 LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5solid5-data","5.68.0-0ubuntu1","all","Qt library to query and control hardware","BSD-3-clause LGPL-2 LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5sonnet-dev","5.68.0-0ubuntu1","amd64","spell checking library for Qt, devel files","BSD-3-clause GPL LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5sonnet-dev-bin","5.68.0-0ubuntu1","amd64","spell checking library for Qt, devel binaries","BSD-3-clause GPL LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5sonnet-doc","5.68.0-0ubuntu1","all","spell checking library for Qt (documentation)","BSD-3-clause GPL LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5sonnet5-data","5.68.0-0ubuntu1","all","spell checking library for Qt, data files","BSD-3-clause GPL LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5sonnetcore5:amd64","5.68.0-0ubuntu1","amd64","spell checking library for Qt, core lib","BSD-3-clause GPL LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5sonnetui5:amd64","5.68.0-0ubuntu1","amd64","spell checking library for Qt, ui lib","BSD-3-clause GPL LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5style5:amd64","5.68.0-0ubuntu1","amd64","KF5 cross-framework integration plugins - KStyle","LGPL-2 LGPL-2+ LGPL-2+3+KDEeV"
"ii","libkf5su-bin","5.68.0-0ubuntu1","amd64","runtime files for kdesu","LGPL-2 LGPL-2+"
"ii","libkf5su-data","5.68.0-0ubuntu1","all","translation files for kdesu","LGPL-2 LGPL-2+"
"ii","libkf5su5:amd64","5.68.0-0ubuntu1","amd64","Integration with su for elevated privileges.","LGPL-2 LGPL-2+"
"ii","libkf5textwidgets-data","5.68.0-0ubuntu1","all","Advanced text editing widgets.","GPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5textwidgets-dev","5.68.0-0ubuntu1","amd64","development files for ktextwidgets","GPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5textwidgets-doc","5.68.0-0ubuntu1","all","Advanced text editing widgets (documentation)","GPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5textwidgets5:amd64","5.68.0-0ubuntu1","amd64","Advanced text editing widgets.","GPL LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5threadweaver5:amd64","5.68.0-0ubuntu1","amd64","ThreadWeaver library to help multithreaded programming in Qt","LGPL-2+"
"ii","libkf5wallet-bin","5.68.0-0ubuntu2","amd64","Secure and unified container for user passwords.","BSD-3-clause LGPL-2 LGPL-2+ LGPL-2.1+"
"ii","libkf5wallet-data","5.68.0-0ubuntu2","all","Secure and unified container for user passwords.","BSD-3-clause LGPL-2 LGPL-2+ LGPL-2.1+"
"ii","libkf5wallet5:amd64","5.68.0-0ubuntu2","amd64","Secure and unified container for user passwords.","BSD-3-clause LGPL-2 LGPL-2+ LGPL-2.1+"
"ii","libkf5waylandclient5:amd64","4:5.68.0-0ubuntu1","amd64","Qt library wrapper for Wayland libraries","BSD-3-clause LGPL-2.1+ LGPL-2.1+3+KDEeV MIT/X11"
"ii","libkf5widgetsaddons-data","5.68.0-0ubuntu1","all","add-on widgets and classes for applications that use the Qt Widgets module","GPL-2+ LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5widgetsaddons-dev","5.68.0-0ubuntu1","amd64","development files for kwidgetsaddons","GPL-2+ LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5widgetsaddons-doc","5.68.0-0ubuntu1","all","add-on widgets and classes for applications that use the Qt Widgets module (documentation)","GPL-2+ LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5widgetsaddons5:amd64","5.68.0-0ubuntu1","amd64","add-on widgets and classes for applications that use the Qt Widgets module","GPL-2+ LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","libkf5windowsystem-data","5.68.0-0ubuntu1","all","Convenience access to certain properties and features of the window manager","Expat LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+3+KDEeV"
"ii","libkf5windowsystem-dev","5.68.0-0ubuntu1","amd64","development files for kwindowsystem","Expat LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+3+KDEeV"
"ii","libkf5windowsystem-doc","5.68.0-0ubuntu1","all","Convenience access to certain properties and features of the window manager","Expat LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+3+KDEeV"
"ii","libkf5windowsystem5:amd64","5.68.0-0ubuntu1","amd64","Convenience access to certain properties and features of the window manager","Expat LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+3+KDEeV"
"ii","libkf5xmlgui-bin","5.68.0-0ubuntu2","amd64","User configurable main windows.","GPL GPL-2+ LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV MIT_OLIF"
"ii","libkf5xmlgui-data","5.68.0-0ubuntu2","all","User configurable main windows.","GPL GPL-2+ LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV MIT_OLIF"
"ii","libkf5xmlgui-dev","5.68.0-0ubuntu2","amd64","User configurable main windows.","GPL GPL-2+ LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV MIT_OLIF"
"ii","libkf5xmlgui-doc","5.68.0-0ubuntu2","all","User configurable main windows (documentation)","GPL GPL-2+ LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV MIT_OLIF"
"ii","libkf5xmlgui5:amd64","5.68.0-0ubuntu2","amd64","User configurable main windows.","GPL GPL-2+ LGPL-2 LGPL-2+ LGPL-2+3+KDEeV LGPL-2.1+ LGPL-2.1+3+KDEeV MIT_OLIF"
"ii","libklibc:amd64","2.0.7-1ubuntu5","amd64","minimal libc subset for use with initramfs","GPL-2"
"ii","libkmod2:amd64","27-1ubuntu2","amd64","libkmod shared library","GPL-2 LGPL-2.1"
"ii","libkpathsea6:amd64","2019.20190605.51237-3build2","amd64","TeX Live: path search library for TeX (runtime part)","BSD license MIT license"
"ii","libkrb5-26-heimdal:amd64","7.7.0+dfsg-1ubuntu1","amd64","Heimdal Kerberos - libraries","BSD-3-clause GPL-2+ custom none"
"ii","libkrb5-26-heimdal:i386","7.7.0+dfsg-1ubuntu1","i386","Heimdal Kerberos - libraries","BSD-3-clause GPL-2+ custom none"
"ii","libkrb5-3:amd64","1.17-6ubuntu4.1","amd64","MIT Kerberos runtime libraries","GPL-2"
"ii","libkrb5-3:i386","1.17-6ubuntu4.1","i386","MIT Kerberos runtime libraries","GPL-2"
"ii","libkrb5-dev:amd64","1.17-6ubuntu4.1","amd64","headers and development libraries for MIT Kerberos","GPL-2"
"ii","libkrb5support0:amd64","1.17-6ubuntu4.1","amd64","MIT Kerberos runtime libraries - Support library","GPL-2"
"ii","libkrb5support0:i386","1.17-6ubuntu4.1","i386","MIT Kerberos runtime libraries - Support library","GPL-2"
"ii","libksba8:amd64","1.3.5-2","amd64","X.509 and CMS support library","GPL-3"
"ii","libkwalletbackend5-5:amd64","5.68.0-0ubuntu2","amd64","Secure and unified container for user passwords.","BSD-3-clause LGPL-2 LGPL-2+ LGPL-2.1+"
